store_name,full_address,city,province,latitude,longitude,store_type,operating_hours,osm_id,osm_type
Alfamart,,Ogan Ilir,Sumatera Selatan,-3.3836157,104.5925038,convenience,,5901809389,node
Alfamart,,Ogan Ilir,Sumatera Selatan,-3.295144,104.6898181,convenience,,5901809996,node
Alfamart,,Jakarta,DKI Jakarta,-6.1927437,106.7850307,convenience,,5919925585,node
Alfamart,,Jakarta,DKI Jakarta,-6.1721378,106.7764979,convenience,,5919925586,node
Alfamart,,Jakarta,DKI Jakarta,-6.2085579,106.7888558,convenience,,5923948185,node
Alfamart,,Dumai,Riau,1.6732522,101.4425644,convenience,,5926177690,node
Alfamart,,Tabanan,Bali,-8.5245748,115.128486,convenience,,5926514762,node
Alfamart,,Klungkung,Bali,-8.5390691,115.3951999,convenience,,5926515801,node
Alfamart,,Jakarta,DKI Jakarta,-6.2012816,106.7827417,convenience,24/7,5936691731,node
Alfamart,,Lombok Tengah,Nusa Tenggara Barat,-8.8039234,116.2935052,convenience,,5940657198,node
Alfamart,,Probolinggo,Jawa Timur,-7.744111,113.2138221,convenience,,5963240785,node
Alfamart,,Batam,Kepulauan Riau,1.0496137,103.9510993,convenience,,5993442763,node
Alfamart,,Pontianak,Kalimantan Barat,-0.0589724,109.3521679,convenience,,5999669079,node
Alfamart,,Cianjur,Jawa Barat,-6.8163676,107.1343357,convenience,Mo-Su 07:00-22:00,6002090790,node
Alfamart,,Cianjur,Jawa Barat,-6.8261412,107.1388516,convenience,,6002444690,node
Alfamart,,Tangerang Selatan,Banten,-6.2674171,106.7429106,convenience,,6006073886,node
Alfamart,,Sukabumi,Jawa Barat,-6.9576156,107.0374667,convenience,,6007455986,node
Alfamart,,Jakarta,DKI Jakarta,-6.1780535,106.7786778,convenience,,6041302386,node
Alfamart,,Jakarta,DKI Jakarta,-6.1826701,106.7833807,convenience,24/7,6041308885,node
Alfamart,,Sidoarjo,Jawa Timur,-7.3595464,112.74572,convenience,,6047508885,node
Alfamart,,Jakarta,DKI Jakarta,-6.1937019,106.7802957,convenience,24/7,6050419180,node
Alfamart,JL MONUMEN EMMY SAELAN,Makassar,Sulawesi Selatan,-5.1758321,119.4406157,convenience,,6059127385,node
Alfamart,,Banjarbaru,Kalimantan Selatan,-3.4531146,114.7421906,convenience,,6070919392,node
Alfamart,,Kota Tangerang,Banten,-6.2528971,106.6215509,convenience,,6072105933,node
Alfamart,,Depok,Jawa Barat,-6.3634828,106.8312928,convenience,,6072311185,node
Alfamart,,Manado,Sulawesi Utara,1.5139965,124.9177646,convenience,,6073642552,node
Alfamart,,Manado,Sulawesi Utara,1.511988,124.9138869,convenience,,6073642554,node
Alfamart,,Jakarta,DKI Jakarta,-6.3285439,106.8511976,convenience,,6091687312,node
Alfamart,,Kotawaringin Timur,Kalimantan Tengah,-2.5381073,112.9625982,convenience,,6130144979,node
Alfamart,,Kotawaringin Timur,Kalimantan Tengah,-2.5391984,112.9515231,convenience,,6133745687,node
Alfamart,,Kota Tangerang,Banten,-6.168559,106.636077,convenience,,6154567886,node
Alfamart,,Kota Tangerang,Banten,-6.1661869,106.6301326,convenience,,6154626087,node
Alfamart,,Kota Tangerang,Banten,-6.1690792,106.6261556,convenience,,6154722190,node
Alfamart,,Kota Tangerang,Banten,-6.180617,106.6267737,convenience,Mo-Su 07:00-22:00,6154809793,node
Alfamart,,Kota Tangerang,Banten,-6.1836795,106.6265245,convenience,,6154927286,node
Alfamart,,Kota Tangerang,Banten,-6.1869273,106.6337712,convenience,,6155479291,node
Alfamart,,Kota Tangerang,Banten,-6.1793127,106.6303513,convenience,,6155553390,node
Alfamart,,Kota Tangerang,Banten,-6.1826365,106.6310121,convenience,,6155553488,node
Alfamart,,Kota Tangerang,Banten,-6.1780752,106.6302599,convenience,,6155553787,node
Alfamart,,Badung,Bali,-8.7100456,115.1740994,convenience,,6161981185,node
Alfamart,,Badung,Bali,-8.6474327,115.1798552,convenience,,6172767278,node
Alfamart,,Bandung,Jawa Barat,-6.9268563,107.634847,convenience,Mo-Su 07:00-22:00,6175985736,node
Alfamart,,Jakarta,DKI Jakarta,-6.1836391,106.8124157,convenience,,6180706485,node
Alfamart,,Jakarta,DKI Jakarta,-6.1769669,106.8120511,convenience,24/7,6183132688,node
Alfamart,,Jakarta,DKI Jakarta,-6.1655105,106.8095879,convenience,,6183142988,node
Alfamart,,Jakarta,DKI Jakarta,-6.170013,106.8056224,convenience,,6183143108,node
Alfamart,,Jakarta,DKI Jakarta,-6.1662088,106.8013132,convenience,,6183143113,node
Alfamart,,Jakarta,DKI Jakarta,-6.1479219,106.8166299,convenience,,6183552895,node
Alfamart,,Kota Bekasi,Jawa Barat,-6.278788,107.0759553,convenience,,6185398187,node
Alfamart,,Jakarta,DKI Jakarta,-6.1729477,106.8092923,convenience,Mo-Su 07:00-22:00,6185591490,node
Alfamart,,Jakarta,DKI Jakarta,-6.1756858,106.8096194,convenience,24/7,6185594588,node
Alfamart,,Jakarta,DKI Jakarta,-6.1677602,106.8080743,convenience,,6185595092,node
Alfamart,,Pekanbaru,Riau,0.5172948,101.4250081,convenience,,6187423498,node
Alfamart,,Jakarta,DKI Jakarta,-6.1622347,106.8182984,convenience,,6187462607,node
Alfamart,,Jakarta,DKI Jakarta,-6.1606364,106.8145035,convenience,Mo-Su 07:00-22:00,6187462919,node
Alfamart,,Jakarta,DKI Jakarta,-6.1676589,106.8187168,convenience,,6187462990,node
Alfamart,,Jakarta,DKI Jakarta,-6.1497782,106.8165495,convenience,Mo-Su 07:00-22:00,6190337093,node
Alfamart,,Jakarta,DKI Jakarta,-6.1513428,106.8174762,convenience,,6190337097,node
Alfamart,,Jakarta,DKI Jakarta,-6.1569236,106.8181265,convenience,24/7,6190337099,node
Alfamart,,Jakarta,DKI Jakarta,-6.1801855,106.8172817,convenience,Mo-Su 07:00-22:00,6190349486,node
Alfamart,,Jakarta,DKI Jakarta,-6.1559383,106.8179034,convenience,24/7,6190349492,node
Alfamart,,Jakarta,DKI Jakarta,-6.1508287,106.8167718,convenience,24/7,6190358886,node
Alfamart,,Jakarta,DKI Jakarta,-6.140801,106.8142484,convenience,,6190359186,node
Alfamart,,Jakarta,DKI Jakarta,-6.1150939,106.8809332,convenience,,6197859989,node
Alfamart,,Jakarta,DKI Jakarta,-6.1883431,106.8182673,convenience,Mo-Su 07:00-22:00,6201153992,node
Alfamart,,Jakarta,DKI Jakarta,-6.1868221,106.8201972,convenience,Mo-Su 07:00-22:00,6201180091,node
Alfamart,,Jakarta,DKI Jakarta,-6.1650083,106.7912517,convenience,Mo-Su 07:00-22:00,6203331105,node
Alfamart,,Jakarta,DKI Jakarta,-6.1566579,106.7954509,convenience,Mo-Su 07:00-22:00,6203331116,node
Alfamart,,Jakarta,DKI Jakarta,-6.1617107,106.7929601,convenience,Mo-Su 07:00-22:00,6203331211,node
Alfamart,,Jakarta,DKI Jakarta,-6.1520009,106.7963584,convenience,,6203495186,node
Alfamart,,Jakarta,DKI Jakarta,-6.1675554,106.795536,convenience,Mo-Su 07:00-22:00,6210485287,node
Alfamart,,Jakarta,DKI Jakarta,-6.1689737,106.7967031,convenience,Mo-Su 07:00-22:00,6210485390,node
Alfamart,,Jakarta,DKI Jakarta,-6.1765702,106.7895495,convenience,Mo-Su 07:00-22:00,6210485397,node
Alfamart,,Jakarta,DKI Jakarta,-6.1696083,106.795763,convenience,Mo-Su 07:00-22:00,6210485585,node
Alfamart,,Jakarta,DKI Jakarta,-6.1771588,106.7868213,convenience,Mo-Su 07:00-22:00,6210540989,node
Alfamart,,Jakarta,DKI Jakarta,-6.1889334,106.8088598,convenience,24/7,6213078988,node
Alfamart,,Jakarta,DKI Jakarta,-6.1961525,106.8069638,convenience,24/7,6213078991,node
Alfamart,,Jakarta,DKI Jakarta,-6.2029025,106.8064022,convenience,24/7,6213078995,node
Alfamart,,Jakarta,DKI Jakarta,-6.1913612,106.8063445,convenience,Mo-Su 07:00-22:00,6213079092,node
Alfamart,,Jakarta,DKI Jakarta,-6.2012196,106.8092018,convenience,24/7,6213084986,node
Alfamart,,Jakarta,DKI Jakarta,-6.1990583,106.8021877,convenience,24/7,6213089385,node
Alfamart,,Depok,Jawa Barat,-6.4055389,106.8187906,convenience,Mo-Su 07:00-22:00,6216098888,node
Alfamart,,Depok,Jawa Barat,-6.4028306,106.8188546,convenience,Mo-Su 07:00-22:00,6216114597,node
Alfamart,,Depok,Jawa Barat,-6.4150162,106.8155318,convenience,Mo-Su 07:00-22:00,6216123785,node
Alfamart,,Gorontalo,Gorontalo,0.5289138,123.0632327,convenience,,6218387387,node
Alfamart,,Tomohon,Sulawesi Utara,1.313259,124.83793,convenience,,6221189886,node
Alfamart,,Jakarta,DKI Jakarta,-6.1696085,106.7677685,convenience,24/7,6221279199,node
Alfamart,,Jakarta,DKI Jakarta,-6.1694561,106.7698397,convenience,Mo-Su 07:00-22:00,6221650886,node
Alfamart,,Jakarta,DKI Jakarta,-6.1661127,106.7628632,convenience,24/7,6221651788,node
Alfamart,,Kota Bogor,Jawa Barat,-6.5948745,106.7909101,convenience,,6227108485,node
Alfamart,,Kota Bogor,Jawa Barat,-6.5693305,106.8085853,convenience,,6227362802,node
Alfamart,,Jakarta,DKI Jakarta,-6.3044404,106.8398341,convenience,24/7,6229745890,node
Alfamart,,Jakarta,DKI Jakarta,-6.2954333,106.8411771,convenience,24/7,6229745893,node
Alfamart,,Jakarta,DKI Jakarta,-6.2725603,106.846717,convenience,24/7,6230792585,node
Alfamart,,Jakarta,DKI Jakarta,-6.168246,106.8105092,convenience,Mo-Su 07:00-22:00,6236225387,node
Alfamart,,Jakarta,DKI Jakarta,-6.1496466,106.8114625,convenience,Mo-Su 07:00-22:00,6236262487,node
Alfamart,,Jakarta,DKI Jakarta,-6.15416,106.8114824,convenience,Mo-Su 07:00-22:00,6236265587,node
Alfamart,,Jakarta,DKI Jakarta,-6.1472058,106.8106323,convenience,,6236272286,node
Alfamart,,Jakarta,DKI Jakarta,-6.1469343,106.8123897,convenience,Mo-Su 07:00-22:00,6236279588,node
Alfamart,,Jakarta,DKI Jakarta,-6.1514368,106.804882,convenience,Mo-Su 07:00-22:00,6236279790,node
Alfamart,,Jakarta,DKI Jakarta,-6.1414777,106.8107197,convenience,24/7,6236282685,node
Alfamart,,Jakarta,DKI Jakarta,-6.1532781,106.8081355,convenience,Mo-Su 07:00-22:00,6236282786,node
Alfamart,,Jakarta,DKI Jakarta,-6.1483295,106.8071356,convenience,Mo-Su 07:00-22:00,6236283688,node
Alfamart,,Jakarta,DKI Jakarta,-6.1503343,106.8077824,convenience,24/7,6236287085,node
Alfamart,,Jakarta,DKI Jakarta,-6.1581656,106.8084106,convenience,Mo-Su 07:00-22:00,6236939086,node
Alfamart,,Jakarta,DKI Jakarta,-6.2163279,106.8204314,convenience,Mo-Su 07:00-22:00,6239517885,node
Alfamart,,Jakarta,DKI Jakarta,-6.1923759,106.8143549,convenience,Mo-Su 07:00-22:00,6239626891,node
Alfamart,,Jakarta,DKI Jakarta,-6.1968595,106.8142267,convenience,24/7,6239627219,node
Alfamart,,Jakarta,DKI Jakarta,-6.2295266,106.8468927,convenience,Mo-Su 06:00-23:00,6249608692,node
Alfamart,,Jakarta,DKI Jakarta,-6.2091062,106.849563,convenience,Mo-Su 07:00-22:00,6249773119,node
Alfamart,,Jakarta,DKI Jakarta,-6.1939162,106.8501019,convenience,24/7,6249961691,node
Alfamart,,Jakarta,DKI Jakarta,-6.1964063,106.8371822,convenience,Mo-Su 07:00-22:00,6249961902,node
Alfamart,,Jakarta,DKI Jakarta,-6.1866175,106.8507251,convenience,Mo-Su 07:00-22:00,6249962499,node
Alfamart,,Jakarta,DKI Jakarta,-6.1855531,106.8450463,convenience,Mo-Su 07:00-22:00,6249962504,node
Alfamart,,Jakarta,DKI Jakarta,-6.1834223,106.8451984,convenience,Mo-Su 07:00-22:00,6249962510,node
Alfamart,,Jakarta,DKI Jakarta,-6.1929014,106.8549361,convenience,24/7,6249966885,node
Alfamart,,Jakarta,DKI Jakarta,-6.1872738,106.8480955,convenience,24/7,6249969789,node
Alfamart,,Jakarta,DKI Jakarta,-6.1871353,106.850251,convenience,24/7,6249969795,node
Alfamart,,Jakarta,DKI Jakarta,-6.1765159,106.8445866,convenience,24/7,6249969800,node
Alfamart,,Jakarta,DKI Jakarta,-6.1835293,106.844988,convenience,Mo-Su 07:00-22:00,6249989687,node
Alfamart,,Jakarta,DKI Jakarta,-6.1776271,106.8409674,convenience,24/7,6250017489,node
Alfamart,,Jakarta,DKI Jakarta,-6.1748946,106.8121354,convenience,Mo-Su 07:00-22:00,6251480487,node
Alfamart,,Jakarta,DKI Jakarta,-6.1699897,106.8156118,convenience,24/7,6251489634,node
Alfamart,,Jakarta,DKI Jakarta,-6.167156,106.8150538,convenience,Mo-Su 07:00-22:00,6251490791,node
Alfamart,,Jakarta,DKI Jakarta,-6.1638542,106.8233538,convenience,24/7,6251501186,node
Alfamart,,Jakarta,DKI Jakarta,-6.1677223,106.8296336,convenience,Mo-Su 07:00-22:00,6252016289,node
Alfamart,,Jakarta,DKI Jakarta,-6.1493624,106.8350828,convenience,Mo-Su 07:00-22:00,6255753487,node
Alfamart,,Jakarta,DKI Jakarta,-6.1380037,106.8328309,convenience,Mo-Su 07:00-22:00,6255760285,node
Alfamart,,Bantul,Yogyakarta,-8.0221303,110.3312129,convenience,,6259024171,node
Alfamart,"Jalan Guru Mughni, 12",Jakarta Selatan,DKI Jakarta,-6.230346,106.8216387,convenience,Mo-Su 07:00-22:00,6259747291,node
Alfamart,,Jakarta,DKI Jakarta,-6.1891932,106.7994432,convenience,24/7,6259968410,node
Alfamart,,Jakarta,DKI Jakarta,-6.1863141,106.8068488,convenience,Mo-Su 07:00-22:00,6260016686,node
Alfamart,,Jakarta,DKI Jakarta,-6.1838041,106.8083721,convenience,Mo-Su 07:00-22:00,6260018992,node
Alfamart,,Jakarta,DKI Jakarta,-6.2300378,106.8216155,convenience,,6260138990,node
Alfamart,,Kota Tangerang,Banten,-6.1904471,106.6241574,convenience,,6264006390,node
Alfamart,,Kota Tangerang,Banten,-6.1947245,106.6232655,convenience,Mo-Su 07:00-22:00,6264006392,node
Alfamart,,Kota Tangerang,Banten,-6.2192405,106.6190337,convenience,Mo-Su 07:00-22:00,6264075997,node
Alfamart,,Kota Tangerang,Banten,-6.2111391,106.6192444,convenience,Mo-Su 07:00-22:00,6264118485,node
Alfamart,,Jakarta,DKI Jakarta,-6.1502245,106.8173279,convenience,,6265887086,node
Alfamart,,Jakarta,DKI Jakarta,-6.1482807,106.8133387,convenience,Mo-Su 07:00-22:00,6265899485,node
Alfamart,,Kota Tangerang,Banten,-6.18919,106.6122598,convenience,Mo-Su 07:00-22:00,6269543687,node
Alfamart,,Kota Tangerang,Banten,-6.1952893,106.6179213,convenience,Mo-Su 07:00-22:00,6269567986,node
Alfamart,,Kota Tangerang,Banten,-6.1861217,106.6131063,convenience,Mo-Su 07:00-22:00,6269604887,node
Alfamart,,Kota Tangerang,Banten,-6.18743,106.5994463,convenience,Mo-Su 07:00-22:00,6269604890,node
Alfamart,,Kota Tangerang,Banten,-6.1881655,106.6047442,convenience,Mo-Su 07:00-22:00,6269609389,node
Alfamart,,Kota Tangerang,Banten,-6.1816178,106.5980868,convenience,Mo-Su 07:00-22:00,6269632202,node
Alfamart,,Jakarta,DKI Jakarta,-6.2154194,106.8281412,convenience,24/7,6274271395,node
Alfamart,,Jakarta,DKI Jakarta,-6.2799834,106.7965273,convenience,24/7,6280833785,node
Alfamart,,Jakarta,DKI Jakarta,-6.2903119,106.7954722,convenience,Mo-Su 07:00-22:00,6281171387,node
Alfamart,,Jakarta,DKI Jakarta,-6.2748268,106.7975587,convenience,24/7,6281993089,node
Alfamart,,Jakarta,DKI Jakarta,-6.2675611,106.7970923,convenience,Mo-Su 07:00-22:00,6281993103,node
Alfamart,,Jakarta,DKI Jakarta,-6.2742525,106.7978799,convenience,Mo-Su 07:00-22:00,6282000185,node
Alfamart,,Jakarta,DKI Jakarta,-6.1609712,106.7902015,convenience,Mo-Su 07:00-22:00,6284561398,node
Alfamart,,Jakarta,DKI Jakarta,-6.1574149,106.791652,convenience,Mo-Su 07:00-22:00,6284561403,node
Alfamart,,Jakarta,DKI Jakarta,-6.154239,106.7884377,convenience,Mo-Su 07:00-22:00,6284617586,node
Alfamart,,Jakarta,DKI Jakarta,-6.1476113,106.7944159,convenience,Mo-Su 07:00-22:00,6284647290,node
Alfamart,,Jakarta,DKI Jakarta,-6.1459781,106.7935636,convenience,,6284647291,node
Alfamart,,Jakarta,DKI Jakarta,-6.1224103,106.7900661,convenience,24/7,6285125387,node
Alfamart,,Jakarta,DKI Jakarta,-6.1041652,106.7401678,convenience,24/7,6288786287,node
Alfamart,,Jakarta,DKI Jakarta,-6.1047668,106.7411687,convenience,Mo-Su 07:00-22:00,6288786885,node
Alfamart,,Jakarta,DKI Jakarta,-6.110443,106.7410924,convenience,24/7,6288786888,node
Alfamart,,Jakarta,DKI Jakarta,-6.1708231,106.8492582,convenience,Mo-Su 07:00-22:00,6302863386,node
Alfamart,,Kota Karawang,Jawa Barat,-6.4082122,107.4641621,convenience,Mo-Su 07:00-22:00,6312672593,node
Alfamart,,Kota Karawang,Jawa Barat,-6.406737,107.4611105,convenience,Mo-Su 07:00-22:00,6312683794,node
Alfamart,,Jakarta,DKI Jakarta,-6.1301244,106.8393419,convenience,,6318644486,node
Alfamart,,Badung,Bali,-8.8195451,115.1532498,convenience,,6326670288,node
Alfamart,,Jakarta,DKI Jakarta,-6.1359117,106.8293321,convenience,Mo-Su 07:00-22:00,6326911093,node
Alfamart,"Jalan Kilisuci, 72",Kediri,Jawa Timur,-7.8286478,112.0171317,convenience,,6330134161,node
Alfamart,,Jakarta,DKI Jakarta,-6.109815,106.8906766,convenience,,6335494798,node
Alfamart,,Pandeglang,Banten,-6.48664,105.803044,convenience,,6351593522,node
Alfamart,,Pandeglang,Banten,-6.66153,105.582863,convenience,,6351608247,node
Alfamart,,Gianyar,Bali,-8.4537843,115.279531,convenience,,6355905489,node
Alfamart,,Sukabumi,Jawa Barat,-6.9456712,106.9517922,convenience,Mo-Su 07:00-22:00,6369895885,node
Alfamart,,Cianjur,Jawa Barat,-6.9397644,107.1366505,convenience,Mo-Su 07:00-22:00,6371785504,node
Alfamart,,Cianjur,Jawa Barat,-6.929679,107.1220618,convenience,Mo-Su 06:00-23:00,6371804809,node
Alfamart,,Cianjur,Jawa Barat,-6.9384095,107.1280515,convenience,24/7,6371804885,node
Alfamart,,Sukabumi,Jawa Barat,-6.9176002,106.973044,convenience,24/7,6377823297,node
Alfamart,,Sukabumi,Jawa Barat,-6.9169853,106.9668863,convenience,,6377823304,node
Alfamart,,Sukabumi,Jawa Barat,-6.9176794,106.9709863,convenience,Mo-Su 07:00-22:00,6377823400,node
Alfamart,,Sukabumi,Jawa Barat,-6.9174585,106.9653894,convenience,Mo-Su 07:00-22:00,6377823406,node
Alfamart,,Cianjur,Jawa Barat,-6.8265914,107.1441425,convenience,Mo-Su 07:00-22:00,6383071690,node
Alfamart,,Cianjur,Jawa Barat,-6.8248919,107.1448456,convenience,Mo-Su 07:00-22:00,6383102186,node
Alfamart,,Cianjur,Jawa Barat,-6.8260037,107.1463671,convenience,Mo-Su 07:00-22:00,6383102218,node
Alfamart,,Cianjur,Jawa Barat,-6.8293347,107.14225,convenience,Mo-Su 06:00-23:00,6383103218,node
Alfamart,,Cianjur,Jawa Barat,-6.8211931,107.1490863,convenience,Mo-Su 07:00-22:00,6383103255,node
Alfamart,,Jakarta,DKI Jakarta,-6.1650985,106.8083531,convenience,Mo-Su 07:00-22:00,6393446591,node
Alfamart,,Jakarta,DKI Jakarta,-6.16139,106.8061906,convenience,24/7,6393446992,node
Alfamart,,Jakarta,DKI Jakarta,-6.1132758,106.8025974,convenience,Mo-Su 07:00-22:00,6400784092,node
Alfamart,,Jakarta,DKI Jakarta,-6.1277582,106.8044696,convenience,24/7,6400808293,node
Alfamart,,Yogyakarta,Yogyakarta,-7.7896328,110.3623581,convenience,,6401792054,node
Alfamart,,Jakarta,DKI Jakarta,-6.1445895,106.8118592,convenience,Mo-Su 07:00-22:00,6415450385,node
Alfamart,,Jakarta,DKI Jakarta,-6.1427246,106.8120839,convenience,Mo-Su 07:00-22:00,6415450389,node
Alfamart,,Jakarta,DKI Jakarta,-6.3525689,106.8188577,convenience,Mo-Su 07:00-22:00,6424661688,node
Alfamart,,Jakarta,DKI Jakarta,-6.2521006,106.8615074,convenience,,6427024973,node
Alfamart,Jalan Aria Jaya Sentika,Kota Tangerang,Banten,-6.2559656,106.4685337,convenience,Mo-Su 06:30-22:00,6443081686,node
Alfamart,Perumahan Puri Permai,Kota Tangerang,Banten,-6.2543452,106.4684108,convenience,Mo-Su 07:00-22:00,6443130786,node
Alfamart,,Kota Tangerang,Banten,-6.2608102,106.4733755,convenience,,6443566389,node
Alfamart,,Kota Tangerang,Banten,-6.2633613,106.4667704,convenience,,6443573035,node
Alfamart,,Badung,Bali,-8.76708,115.1741258,convenience,,6460725844,node
Alfamart,,Badung,Bali,-8.7767915,115.1705702,convenience,,6460725987,node
Alfamart,,Gianyar,Bali,-8.5228998,115.2684995,convenience,,6460726088,node
Alfamart,,Pekanbaru,Riau,0.5006783,101.4742411,convenience,,6504137244,node
Alfamart,,Pekanbaru,Riau,0.5006542,101.4741499,convenience,,6504137245,node
Alfamart,,Pekanbaru,Riau,0.4889889,101.4557818,convenience,,6504141441,node
Alfamart,,Pekanbaru,Riau,0.5006954,101.474267,convenience,,6504149988,node
Alfamart,,Bandung,Jawa Barat,-6.9434675,107.754136,convenience,,6547614902,node
Alfamart,,Purworejo,Jawa Tengah,-7.6779805,109.9791045,convenience,,6560386544,node
Alfamart,,Purworejo,Jawa Tengah,-7.7202284,109.9950926,convenience,,6560386545,node
Alfamart,,Purworejo,Jawa Tengah,-7.7114549,110.0085954,convenience,,6560386551,node
Alfamart,,Purworejo,Jawa Tengah,-7.7201344,109.9159993,convenience,,6573616769,node
Alfamart,,Purworejo,Jawa Tengah,-7.7217775,109.9123092,convenience,,6573616771,node
Alfamart,,Purworejo,Jawa Tengah,-7.7225049,109.9087793,convenience,,6573616774,node
Alfamart,,Purworejo,Jawa Tengah,-7.7136954,110.0166209,convenience,,6579690387,node
Alfamart,,Bandung,Jawa Barat,-6.9062627,107.61554,convenience,Mo-Su 07:00-22:00,6593020149,node
Alfamart,Jl. Puri Permai,Tangerang,Banten,-6.254355,106.4682546,convenience,,6594751743,node
Alfamart,Jalan Nusantara,Pemangkat,Kalimantan Barat,1.1774801,108.974455,convenience,,6606122814,node
Alfamart,,Bandar Lampung,Lampung,-5.4222449,105.2575165,convenience,,6610976085,node
Alfamart,,Purworejo,Jawa Tengah,-7.6573951,110.0446631,convenience,,6611292746,node
Alfamart,,Banjarmasin,Kalimantan Selatan,-3.3246743,114.5822705,convenience,,6612716202,node
Alfamart,,Banjarmasin,Kalimantan Selatan,-3.3201123,114.5841752,convenience,,6627670183,node
Alfamart,,Banjarmasin,Kalimantan Selatan,-3.3125586,114.5961602,convenience,,6628882269,node
Alfamart,,Badung,Bali,-8.7803081,115.2240541,convenience,,6647252029,node
Alfamart,,Banjarmasin,Kalimantan Selatan,-3.3158129,114.5995485,convenience,,6654535789,node
Alfamart,,Mesuji,Lampung,-4.0232241,105.2480017,convenience,,6656642893,node
Alfamart,,Banjarmasin,Kalimantan Selatan,-3.3223,114.5766358,convenience,,6670124863,node
Alfamart,,Banjarmasin,Kalimantan Selatan,-3.3189152,114.5792659,convenience,,6688161619,node
Alfamart,,Sumbawa,Nusa Tenggara Barat,-8.4744372,117.3879628,convenience,,6689843285,node
Alfamart,,Jakarta,DKI Jakarta,-6.2163157,106.769494,convenience,,6697186385,node
Alfamart,Jalan Daan Mogot,Jakarta,DKI Jakarta,-6.1662605,106.7866426,convenience,,6700119287,node
Alfamart,,Gianyar,Bali,-8.4863111,115.2508365,convenience,,6709938662,node
Alfamart,,Bandung,Jawa Barat,-6.9123621,107.5999506,convenience,Mo-Su 07:00-22:00,6711696399,node
Alfamart,,Gianyar,Bali,-8.5612383,115.2734055,convenience,,6715453521,node
Alfamart,,Badung,Bali,-8.6584733,115.1628795,convenience,,6718195611,node
Alfamart,,Badung,Bali,-8.6547302,115.1625268,convenience,,6718195616,node
Alfamart,,Gianyar,Bali,-8.5820468,115.2557172,convenience,,6722162495,node
Alfamart,,Bandung,Jawa Barat,-6.8928984,107.5952696,convenience,Mo-Su 07:00-22:00,6728755882,node
Alfamart,,Purworejo,Jawa Tengah,-7.7280868,109.9817687,convenience,,6738461987,node
Alfamart,,Purworejo,Jawa Tengah,-7.7049581,110.0182679,convenience,,6738461988,node
Alfamart,,Purworejo,Jawa Tengah,-7.6706265,109.966816,convenience,,6738461990,node
Alfamart,,Purworejo,Jawa Tengah,-7.682936,110.0351434,convenience,,6738461996,node
Alfamart,,Lampung Selatan,Lampung,-5.74757,105.6836413,convenience,,6738578208,node
Alfamart,,Lampung Selatan,Lampung,-5.7277438,105.6544855,convenience,,6738578213,node
Alfamart,Sumberbrantas,Batu,Jawa Timur,-7.7632199,112.5269455,convenience,,6757109288,node
Alfamart,Jalan Ciputat Raya,Jakarta,DKI Jakarta,-6.2571094,106.7772977,convenience,,6758638085,node
Alfamart,,Banjarmasin,Kalimantan Selatan,-3.3117831,114.6165571,convenience,,6761790508,node
Alfamart,,Banjarmasin,Kalimantan Selatan,-3.3200163,114.6015678,convenience,,6764209968,node
Alfamart,,Banjarmasin,Kalimantan Selatan,-3.3259113,114.6258189,convenience,,6764270761,node
Alfamart,,Banjarmasin,Kalimantan Selatan,-3.3408647,114.6289102,convenience,,6764270843,node
Alfamart,,Banjar,Kalimantan Selatan,-3.3575537,114.6321525,convenience,,6764270873,node
Alfamart,,Banjar,Kalimantan Selatan,-3.3606531,114.6342755,convenience,,6764270875,node
Alfamart,,Banjar,Kalimantan Selatan,-3.3644587,114.6372289,convenience,,6764270878,node
Alfamart,Jl Banyu Anyar,Pamekasan,Jawa Timur,-7.0992807,113.474774,convenience,,6765536378,node
Alfamart,Jalan Pintu Gerbang,Pamekasan,Jawa Timur,-7.153419,113.4754275,convenience,,6765602969,node
Alfamart,Jalan Dirgahayu,Pamekasan,Jawa Timur,-7.155213,113.4738537,convenience,,6765602970,node
Alfamart,Jl Raya Ganding,Sumenep,Jawa Timur,-7.0406828,113.690846,convenience,,6765777438,node
Alfamart,Jl Raya Pragaan,Sumenep,Jawa Timur,-7.1099469,113.6695822,convenience,,6765785677,node
Alfamart,,Badung,Bali,-8.673965,115.1728416,convenience,Mo-Su 08:00-24:00,6766380597,node
Alfamart,Jalan Masjid Al Wustho,East Jakarta,DKI Jakarta,-6.2454585,106.9078022,convenience,Mo-Su 08:00-22:00,6773792325,node
Alfamart,Jalan Pahlawan Revolusi,DKI Jakarta,DKI Jakarta,-6.2452444,106.9052828,convenience,24/7,6773792326,node
Alfamart,,Bandung,Jawa Barat,-6.9098728,107.637711,convenience,Mo-Su 07:00-22:00,6792614592,node
Alfamart,,Banjarmasin,Kalimantan Selatan,-3.292841,114.5898033,convenience,,6815423942,node
Alfamart,,Badung,Bali,-8.7899671,115.1638662,convenience,,6829226185,node
Alfamart,,Sragen,Jawa Tengah,-7.4808681,110.9205085,convenience,,6832248949,node
Alfamart,,Minahasa,Sulawesi Utara,1.433786,124.8443417,convenience,,6841351334,node
Alfamart,,Gresik,Jawa Timur,-7.3761635,112.552358,convenience,,6854765649,node
Alfamart,,Wonosobo,Jawa Tengah,-7.2106013,109.9248341,convenience,,6863858385,node
Alfamart,,Batam,Kepulauan Riau,1.1079607,103.9645507,convenience,,6865966858,node
